,year,year_code,country_name,country_code,foreign_inv_inflows,exports_perc_gdp,inflation_perc,education_years,education_perc_gdp,gds_perc_gdp,gross_savings_perc_gdp,int_tourism_arrivals,int_tourism_receipts,perc_internet_users,access_to_electricity,agricultural_land,birth_rate,gne,mobile_subscriptions,infant_mort_rate,sex_ratio,greenhouse_gas_em,urban_pop_perc,hdi,hdi_cat
0,2020,YR2020,Albania,ALB,135000000.0,20.9456511360868,7.7705258343155,8.0,3.11779999732971,8.63026445768279,25.9386666800329,1247000.0,492000000.0,0.390081,99.9,41.6058394160584,14.79,126.63378150953,27.2217,21.7,1.116,7503.05976,43.501,0.795,high
1,2020,YR2020,Algeria,DZA,1064960000.0,35.5045602584257,1.41830192345045,10.0,4.33701992034912,40.5282271705172,51.8608352051963,988000.0,111000000.0,1.59164,98.8776245117188,16.7335645368512,19.27,90.1251644456826,1.41341,32.4,1.05,131222.654,61.501,0.748,high
2,2020,YR2020,Angola,AGO,1743504000.0,57.0849959046266,,4.0,2.12011003494263,39.3615726233684,28.8768162146426,91000.0,51000000.0,0.270377,25.0560569763184,46.0335285152803,47.911,91.131600501965,0.799113,114.2,1.02,34490.369,52.461,0.581,medium
3,2020,YR2020,Antigua and Barbuda,ATG,65865064.8148148,91.6942191983919,2.40765801293492,11.0,3.39427995681763,16.3828035819049,11.9828950851134,218000.0,274000000.0,12.5,92.2,20.4545454545455,19.339,105.765338839292,48.7962,12.4,1.03,406.432042,31.098,0.778,high
4,2020,YR2020,Argentina,ARG,2148910000.0,28.3825969991682,,10.0,4.01734018325806,25.866328843816,21.3431768782392,2820000.0,1716000000.0,10.8821,96.10791015625,47.031267699301,19.175,84.9875763964425,17.4268,16.4,1.04,311051.93,89.51,0.845,very high
5,2020,YR2020,Armenia,ARM,110725325.614409,27.832108365994,1.06004929341667,12.0,2.13504004478455,-2.8695128126331,10.2454058280206,162000.0,81000000.0,1.96041,98.0,48.8584474885845,13.208,128.28780957432,2.35167,24.6,1.173,6460.2393,64.236,0.776,high
6,2020,YR2020,Australia,AUS,14656321800.5386,20.77459420115,2.98157453936349,10.0,4.91029977798462,24.4850202783416,21.8456904545298,4841000.0,12148000000.0,52.6893,100.0,58.1856995951733,12.8,100.008087471976,65.3047,5.0,1.055,1117450.02,84.222,0.944,very high
7,2020,YR2020,Austria,AUT,138346430.7562,45.31938619858,1.81035953871319,13.0,5.52213001251221,27.6213946823083,26.0564137841862,18611000.0,12334000000.0,36.56,100.0,35.1441020970196,9.7,96.0212621576833,82.8087,4.4,1.055,87386.68817,59.655,0.922,very high
8,2020,YR2020,Azerbaijan,AZE,2024577000.0,42.7678350515464,2.7711647199827,10.0,3.15445995330811,24.6944329896907,19.6539096973196,576000.0,63000000.0,4.99971,100.0,57.4317946998865,13.5,109.88206185567,9.59519,53.7,1.17,40298.546,51.787,0.756,high
9,2020,YR2020,"Bahamas, The",BHS,152790000.0,36.175454557738,2.17357792508091,12.0,,33.7203698615947,32.1215395849191,1513000.0,1773000000.0,18.0,100.0,1.2987012987013,16.177,90.4881794720509,39.5758,14.1,1.057,3255.00095,82.092,0.814,very high
10,2020,YR2020,Bahrain,BHR,216986881.649309,72.5085662959225,-0.495540138751155,9.0,2.49677991867065,37.2312290000998,22.8278174519567,4831000.0,985000000.0,18.0507,100.0,12.9577462102326,20.591,86.1165016245467,52.9133,10.0,1.04,19967.0134,88.373,0.852,very high
11,2020,YR2020,Bangladesh,BGD,52304931.038967,12.4099689322019,3.33256493271908,5.0,2.01714992523193,20.8389387311458,30.7491764310818,207000.0,59000000.0,0.13992,37.7140502929688,71.8521932857033,26.132,103.502477405527,0.811455,57.3,1.049,143812.573,24.756,0.632,medium
12,2020,YR2020,Barbados,BRB,228343253.8,38.9859971028489,0.125249458055994,11.0,5.88062000274658,11.3342990503782,9.52174062530179,498000.0,666000000.0,27.8363,100.0,39.5348837209302,13.624,106.067922098825,35.5465,14.1,1.036,1263.73575,33.431,0.814,very high
13,2020,YR2020,Belarus,BLR,247100000.0,63.6275159440361,42.5375481348794,9.0,5.7122597694397,19.479461173833,20.49151972393,63000.0,295000000.0,8.95097,100.0,44.49539022827,8.9,102.697390419423,4.74691,8.4,1.061,89727.105,70.939,0.823,very high
14,2020,YR2020,Belgium,BEL,18118954671.3727,70.8312976956765,1.64521436175359,12.0,5.79585981369019,26.3248478806862,26.3637538782916,6720000.0,7598000000.0,46.33,100.0,45.8751643192186,10.9,94.4225540967277,78.1656,4.4,1.05,138048.514,97.241,0.931,very high
15,2020,YR2020,Belize,BLZ,25461176.8782397,52.988670882655,,8.0,5.33630990982056,6.3758445489433,3.76380201882685,200000.0,121000000.0,5.68425,81.4568023681641,6.66374397194213,28.62,117.649802713367,19.7154,18.9,1.03,1702.5859,45.364,0.716,high
16,2020,YR2020,Benin,BEN,-19395622.6954977,19.726610778332,2.4891623549154,6.0,2.15949010848999,10.5185058688766,13.631081215314,72000.0,94500000.0,0.702946,23.5840339660645,29.8421426037602,41.654,104.315216665721,2.99874,82.4,1.041,47757.344,39.036,0.545,low
17,2020,YR2020,Bhutan,BTN,2425411.8983,24.6140541985654,2.48343048790224,,6.60906982421875,32.7603735651493,34.6244320847863,5600.0,8000000.0,1.6758,44.145637512207,13.4422110552764,25.025,129.357268672275,0.0,52.1,1.04,1707.60039,27.57,0.654,medium
18,2020,YR2020,Bolivia,BOL,676543000.0,21.6344550697626,0.928258851611061,8.0,,10.2133241561052,12.2970672217791,334000.0,143000000.0,3.11719,63.996855,34.4419828302409,29.263,106.081348562795,11.7048,50.3,1.05,110701.193,62.783,0.718,high
19,2020,YR2020,Bosnia and Herzegovina,BIH,267769568.956599,24.3478518196947,7.42704310332954,8.0,,-12.4144587484565,11.1702578946148,160000.0,307000000.0,2.64827,98.5,41.46484375,9.966,139.032839787396,19.9176,8.2,1.065,17112.299,43.014,0.78,high
20,2020,YR2020,Botswana,BWA,407997828.632639,52.1574267782427,8.03279662527486,,10.6785898208618,40.2455253370525,31.434570798765,1274000.0,324000000.0,3.38592,31.4003505706787,45.605491150989,29.05,89.948279869828,19.4917,27.4,1.031,51450.302,54.57,0.735,high
21,2020,YR2020,Brazil,BRA,16586600193.114,14.2305902713775,8.4501643770833,8.0,3.75037002563477,18.2919026240197,15.4075368110728,3785000.0,2142000000.0,9.14943,96.652996,31.8094695709811,18.955,99.1571768594759,19.4282,26.7,1.05,1591827.05,81.88,0.765,high
22,2020,YR2020,Brunei Darussalam,BRN,229671955.675395,67.1218302942605,-2.3149724245932,9.0,2.04661011695862,47.229130783101,45.7021633571297,119000.0,113000000.0,15.3299,100.0,2.08728652751423,21.447,74.0305935781667,44.3065,7.9,1.055,9840.8143,72.046,0.838,very high
23,2020,YR2020,Bulgaria,BGR,904659791.087722,33.6473037196123,5.81014365721823,9.0,3.38608002662659,12.5540173047927,17.9851935768516,3433000.0,1392000000.0,9.08,100.0,48.9430147058824,8.5,107.975003575128,33.0215,13.2,1.064,63711.0187,69.524,0.816,very high
24,2020,YR2020,Burkina Faso,BFA,15026083.6628,8.86536563219181,2.17569480664608,10.0,3.94113993644714,-0.130106710683566,5.85370029893315,150000.0,37000000.0,0.200993,10.0951881408691,39.3640350877193,45.778,113.581791588413,0.903051,87.7,1.046,50062.477,19.258,0.452,low
25,2020,YR2020,Burundi,BDI,0.0,4.68580418118256,-1.36568005328061,,3.00493001937866,-8.35356084580785,4.20017398723749,74000.0,1600000.0,0.118228,3.66002893447876,71.417445482866,42.809,112.302221044601,0.775643,88.9,1.03,5029.5112,8.682,0.433,low
26,2020,YR2020,Cambodia,KHM,130956363.872694,55.422133135624,3.22508361481579,,1.71121001243591,8.49714744501145,14.3561391805386,787000.0,509000000.0,0.226983,18.8072299957275,28.3254022207115,26.793,109.627367952242,3.00687,67.3,1.034,108594.633,18.82,0.594,medium
27,2020,YR2020,Cameroon,CMR,505256043.293607,24.296900395925,2.83442260128067,6.0,3.0136399269104,19.5744162738975,14.2183399667327,487000.0,124000000.0,0.360872,44.114875793457,19.3776311057519,41.196,103.249016832917,4.28857,83.7,1.03,128242.366,46.738,0.563,medium
28,2020,YR2020,Canada,CAN,24486425376.8819,40.201285970346,2.25839440940856,10.0,5.01072978973389,23.9398479299711,21.8020873239905,20057000.0,12744000000.0,61.5933,100.0,7.42474578023227,10.5,95.8697786880009,38.0778,5.2,1.054,908686.15,79.888,0.929,very high
29,2020,YR2020,Central African Republic,CAF,5644286.5587,15.96270493648,,10.0,1.5195699930191,5.44173382729588,,2900.0,3000000.0,0.128537,6.66370105743408,8.26511284471412,41.194,104.183212838257,0.331393,109.2,1.03,350970.59,37.802,0.397,low
30,2020,YR2020,Chad,TCD,924119210.0868,12.6899405964434,5.19181895195446,6.0,1.59294998645782,-40.8147536268974,,61000.0,25000000.0,0.16607,3.58105635643005,38.6991740787802,50.451,200.970926649807,0.37919,97.3,1.03,127184.569,21.702,0.398,low
31,2020,YR2020,Chile,CHL,2549923142.41108,32.8039336278624,2.48939816650703,8.0,4.08121013641357,24.5472175093976,21.5054175236778,1412000.0,1221000000.0,22.1,97.3957824707031,20.9338661225296,15.713,97.7858582379962,39.8122,8.3,1.04,91214.148,86.606,0.851,very high
32,2020,YR2020,China,CHN,53073618897.4036,22.64474567395,-0.731975500083577,9.0,,39.0165567529092,38.8832254802573,36803000.0,21742000000.0,4.5957,97.5149002075195,55.232342203565,12.86,97.136886690294,15.7574,26.1,1.16,5474914.9,38.425,0.761,high
33,2020,YR2020,Colombia,COL,2133698124.14946,14.8155696775272,6.35192507425155,10.0,4.26812982559204,13.9000419854641,13.924984788252,567000.0,1237000000.0,4.6,94.53076171875,37.5006759801713,21.133,103.351499859369,11.2454,19.9,1.05,148233.516,74.797,0.767,high
34,2020,YR2020,Comoros,COM,430423.4793,8.83617675060801,3.53304214308075,6.0,2.25841999053955,-0.0424143703496478,6.84050966601236,18900.0,10900000.0,0.55487,51.2086524963379,72.5416418981243,36.972,118.084726088899,0.0,71.7,1.05,406.26874,27.992,0.554,medium
35,2020,YR2020,"Congo, Dem. Rep.",COD,187598693.6937,15.6713428067886,31.5225826025495,6.0,1.5249799489975,9.46163105352923,7.36242164772361,28000.0,3200000.0,0.0927907,7.91727924346924,11.2701528417988,45.892,97.974160029405,1.12288,102.3,1.03,763919.42,36.055,0.48,low
36,2020,YR2020,"Congo, Rep.",COG,199155450.954144,81.5164254833959,4.37875971780872,10.0,3.20831990242004,51.9090786070597,23.5497916763512,35000.0,25600000.0,0.15725,38.0755386352539,30.8638360175695,38.569,71.4985179533469,6.70012,67.9,1.03,24853.8734,59.617,0.574,medium
37,2020,YR2020,Costa Rica,CRI,723172624.768835,39.4004598290158,9.16640559221474,11.0,5.17354011535645,17.9538148217616,14.3735980680102,1113000.0,1429000000.0,19.8949,98.509188,35.7618488053271,18.038,101.973686512422,12.2528,10.2,1.05,9998.1717,61.753,0.81,very high
38,2020,YR2020,Cote d'Ivoire,CIV,212580417.4534,47.4623494754671,3.0772648515743,10.0,4.09033012390137,20.969694701985,11.0150825596509,205000.0,56000000.0,0.497929,51.4,61.6352201257862,40.419,88.3950754718669,5.96034,91.4,1.03,28670.943,43.983,0.538,low
39,2020,YR2020,Croatia,HRV,980784304.813265,36.2125231975375,1.67178437393382,8.0,3.81978011131287,15.2092396442826,18.2925124034204,6944000.0,3952000000.0,17.76,100.0,21.1232337685566,9.0,109.513874866579,52.6093,6.6,1.059,28301.7261,53.81,0.851,very high
40,2020,YR2020,Cuba,CUB,,11.5270686652476,,9.0,9.57116985321045,7.52124588797428,,1656000.0,1769000000.0,3.77059,95.5,62.5434721308394,12.409,101.675104270553,0.159389,6.4,1.057,48831.036,75.785,0.783,high
41,2020,YR2020,Cyprus,CYP,1103449726.13198,62.4053120319487,2.80115505180746,10.0,5.58166980743408,21.6303611750978,17.4952612506446,2418000.0,2178000000.0,28.32,100.0,15.1515151515152,12.421,98.8307184695981,58.9385,5.0,1.07,8040.81118,68.694,0.887,very high
42,2020,YR2020,Czech Republic,CZE,8496609035.7758,45.0041286043534,1.90298097019031,9.0,3.97255992889404,29.290645571022,26.8038430389991,4743000.0,3376000000.0,23.93,100.0,55.2866571761356,9.1,101.32639311597,83.9832,4.1,1.058,152372.4188,73.809,0.9,very high
43,2020,YR2020,Denmark,DNK,4430703178.95052,45.7044791859005,2.42443661219694,10.0,8.2130298614502,28.195037931528,25.2583945609658,3436000.0,4791000000.0,64.25,100.0,62.8093330190903,11.9,93.1480166471576,83.3411,4.6,1.052,69387.745,85.25,0.94,very high
44,2020,YR2020,Djibouti,DJI,3432346.2055694,156.538300905396,0.637619553666345,10.0,8.44760036468506,21.9537743334376,29.9457532347014,22500.0,8900000.0,0.486972,49.7,73.3822260569456,30.217,134.919913278752,2.00819,76.7,1.039,2019.00941,76.624,0.524,low
45,2020,YR2020,Dominica,DMA,20110637.037037,36.9656090802077,0.170055330197674,12.0,3.40858006477356,,,69000.0,46000000.0,18.4249,87.7,29.3333333333333,15.4,,17.4306,15.0,,159.091129,65.689,0.742,high
46,2020,YR2020,Dominican Republic,DOM,926000000.0,30.7240101573319,5.22336769759447,9.0,1.9140100479126,19.6814930822892,23.7983842265501,2811000.0,2730000000.0,6.82373,89.749814,52.0596149865452,23.959,107.275262592112,19.4913,31.5,1.05,29253.3232,63.371,0.756,high
47,2020,YR2020,Ecuador,ECU,783261009.55,21.4923738863205,12.4840185721018,10.0,4.50743007659912,17.310576625511,18.7078718571261,683000.0,449000000.0,4.2608,94.2798080444336,30.1578354002255,24.441,106.391801868686,11.8756,21.9,1.05,42616.27,61.118,0.759,high
48,2020,YR2020,"Egypt, Arab Rep.",EGY,646900000.0,18.3161784111903,2.73723855000332,9.0,4.67072010040283,13.6447611506994,18.4079875956717,4906000.0,4133000000.0,2.72,97.6025390625,3.4396504093626,25.258,104.354711005542,6.28761,33.5,1.066,202779.0124,42.889,0.707,high
49,2020,YR2020,El Salvador,SLV,470000000.0,25.5130894550755,1.86552503610078,9.0,3.242840051651,2.17175905829526,15.5914879137595,798000.0,521000000.0,1.9,87.54906,75.0482625482625,23.21,114.892911076992,14.9077,24.5,1.05,11242.8073,60.014,0.673,medium
50,2020,YR2020,Equatorial Guinea,GNQ,323391507.4578,87.4173831312055,7.59247849833242,5.0,,83.2870432750132,,,,0.321198,65.6772308349609,11.5508021390374,40.723,56.1897055484915,4.86039,102.1,1.03,5553.97954,52.573,0.592,medium
51,2020,YR2020,Eritrea,ERI,22766165.86,11.7811808402808,,8.0,3.52390003204346,-23.4788686675121,,101000.0,73000000.0,0.22709,32.2,74.5742574257426,34.019,153.027800994566,0.0,51.7,1.052,4456.5509,28.341,0.459,low
52,2020,YR2020,Estonia,EST,338234260.376913,57.920649395746,3.57191270164023,9.0,5.43131017684937,26.3773967599202,21.9106444891331,1362000.0,737000000.0,41.52,100.0,16.4708660581984,9.4,106.54292685457,63.7144,7.3,1.057,22955.3596,69.116,0.892,very high
53,2020,YR2020,Eswatini,SWZ,92945313.1719951,81.0377998484767,12.0197154699231,7.0,4.44086980819702,16.2731996671455,23.1983661792983,256000.0,45000000.0,1.8162,25.7890796661377,71.1627906976744,31.998,105.143364065793,6.67282,68.9,1.026,2760.5504,22.425,0.611,medium
54,2020,YR2020,Ethiopia,ETH,255000000.0,13.7672981990263,1.6537293283834,8.0,3.63245010375977,19.2346578483023,30.9122556145166,156000.0,261000000.0,0.0724023,26.467643737793,30.498,42.012,117.863304119052,0.0718099,80.2,1.04,186749.543,15.118,0.485,low
55,2020,YR2020,Fiji,FJI,30672578.3302519,61.4847155503697,0.762032085561215,,6.24382019042969,30.3609971953818,36.9829370653325,398000.0,384000000.0,6.15265,79.63,23.4263820470717,24.058,89.3877137770728,11.0272,19.0,1.06,1806.9992,48.692,0.743,high
56,2020,YR2020,Finland,FIN,8094575465.0898,39.1350026265102,1.57122012789382,10.0,6.01677989959717,31.1194321350161,30.8985636197881,2043000.0,2235000000.0,62.43,100.0,7.34101579172002,10.7,90.9331519469849,86.6383,3.3,1.05,83951.8501,82.503,0.938,very high
57,2020,YR2020,France,FRA,51550483853.8505,27.5310502579308,1.9234122872706,15.0,5.45160007476807,23.3056582289403,22.7447856422458,77012000.0,41113000000.0,30.18,100.0,54.076852040436,12.9,98.009924242472,64.5202,4.2,1.049,557850.1275,76.38,0.901,very high
58,2020,YR2020,Gabon,GAB,1160708.31013769,52.6088996947807,0.036682889397103,10.0,3.07808995246887,46.2207732312639,34.7473825496597,208000.0,77000000.0,1.93953,77.4398956298828,20.0256141576435,32.865,78.8863244078456,21.6786,51.7,1.03,12656.0146,80.368,0.703,high
59,2020,YR2020,"Gambia, The",GMB,42827000.0,27.1573845831505,8.60912474386329,9.0,1.44291996955872,1.55918418188423,6.04997312835762,81000.0,51000000.0,1.79678,31.5086727142334,51.0869565217391,42.101,105.719143446947,7.12118,57.7,1.03,3407.835,49.683,0.496,low
60,2020,YR2020,Georgia,GEO,160398660.46,29.229275751073,5.58783730000795,9.0,2.23501992225647,12.3948792918455,19.0747793487365,1067000.0,144000000.0,1.58788,99.9,43.2292416174989,11.815,116.106303648069,11.826,27.7,1.11,20647.4741,52.441,0.812,very high
61,2020,YR2020,Germany,DEU,51268214890.625,32.5925791130602,1.42080560518857,13.0,4.43594980239868,25.0266591450876,22.6332680909175,17969000.0,26717000000.0,48.82,100.0,48.6355558103537,8.7,95.7497315888123,72.5184,4.2,1.055,1007404.92744,75.374,0.947,very high
62,2020,YR2020,Ghana,GHA,58930000.0,42.6162518930867,14.8162400637478,9.0,7.53558015823364,7.44326061151815,18.7540350374524,483000.0,383000000.0,0.830284,48.6758575439453,64.3007822800387,34.772,112.256739388482,1.91034,59.7,1.053,92865.732,45.275,0.611,medium
63,2020,YR2020,Greece,GRC,34180546.5370646,20.1128547276336,3.62935894557549,10.0,3.42430996894836,14.6264170158901,10.1053118779112,14180000.0,10012000000.0,14.67,100.0,64.7245927075252,9.5,110.123287445298,83.2946,4.9,1.066,115164.4186,73.303,0.888,very high
64,2020,YR2020,Grenada,GRD,54488888.8888889,31.9471451865732,1.06721547992871,12.0,3.17379999160767,,,132000.0,91000000.0,14.7588,86.7925415039063,38.2352941176471,17.77,,7.28815,12.7,1.05,479.72813,35.913,0.779,high
65,2020,YR2020,Guatemala,GTM,-1016996773.78154,26.2989453879915,8.13263054281055,16.0,3.18454003334045,7.11995724801602,15.0996264296026,1527000.0,647000000.0,3.39175,78.667838,42.2265770810004,34.006,113.433970670325,12.9176,38.0,1.05,31424.57,46.005,0.663,medium
66,2020,YR2020,Guinea,GIN,30000000.0,26.4778105826218,31.3733025877534,6.0,2.59386992454529,12.0456949047789,12.4970457655864,43000.0,2400000.0,0.402023,18.0026664733887,55.9173042487384,43.318,102.492429105148,1.0572,92.9,1.024,102233.507,31.42,0.477,low
67,2020,YR2020,Guinea-Bissau,GNB,3545253.68893724,17.8331205708016,3.30012175283749,9.0,1.86082005500793,0.0889646285166196,5.7874123498623,5000.0,2300000.0,1.02299,9.29649448394775,57.2190611664296,41.262,107.32650187346,0.0,98.7,1.03,5926.6406,37.004,0.48,low
68,2020,YR2020,Guyana,GUY,43600000.0,92.3031854232478,5.34101521377409,6.0,8.36553955078125,8.74179151211088,6.67718740305465,104000.0,53000000.0,13.207,75.7642059326172,8.67665735331471,24.47,112.118707513334,10.6607,35.4,1.05,5086.4668,28.518,0.682,medium
69,2020,YR2020,Haiti,HTI,5700000.0,6.39083233256578,7.03287406224597,6.0,3.15722990036011,-4.54217720299958,7.58080487460296,140000.0,108000000.0,0.893433,33.2892532348633,60.5950653120465,30.891,114.192038660947,1.59924,70.2,1.05,7616.2803,38.935,0.51,low
70,2020,YR2020,Honduras,HND,287314900.0,52.730582054494,7.69050972034273,9.0,5.87492990493774,11.7221479856248,18.693826166537,550000.0,305000000.0,2.5974,63.141137,27.0622933238002,31.981,112.536290341311,4.71201,27.8,1.05,14868.5855,46.61,0.634,medium
71,2020,YR2020,"Hong Kong SAR, China",HKG,6747855220.81764,132.076763164041,-2.98313878080416,9.0,4.01554012298584,31.338021383738,31.0734051216059,10689000.0,9849000000.0,43.0824,100.0,6.66666666666667,7.1,91.8429310412605,95.4333,,1.085,45160.4454,100.0,0.949,very high
72,2020,YR2020,Hungary,HUN,3643428379.51995,58.1369735753857,5.26544821583986,13.0,5.17923021316528,23.5572571741001,18.5437114414915,9979000.0,3774000000.0,16.67,100.0,65.264449899576,9.5,102.04616201152,67.7281,7.6,1.06,74621.9861,65.081,0.854,very high
73,2020,YR2020,Iceland,ISL,91905493.0570106,35.531990636539,5.1970223021663,10.0,7.31757020950317,21.3679002418981,21.8361826189633,285000.0,415000000.0,79.12,100.0,18.8229426433915,14.1,98.4814336035885,91.2764,2.9,1.043,3963.3871,92.662,0.949,very high
74,2020,YR2020,India,IND,5208967106.27894,14.2643839244292,4.29715203929568,8.0,3.35254001617432,25.6562581756764,28.1114855753156,2384000.0,3300000000.0,1.53788,62.3,60.7293849367178,25.489,101.558862352797,1.18904,62.2,1.112,1917294.66,28.244,0.645,medium
75,2020,YR2020,Indonesia,IDN,145085548.722222,32.6876208878375,11.9001175663779,9.0,2.64568996429443,25.1203046337826,23.0174077823404,5033000.0,5797000000.0,2.13414,87.6,26.5962673261315,21.86,96.2837655737347,5.38283,37.8,1.05,1720445.17,43.568,0.718,high
76,2020,YR2020,"Iran, Islamic Rep.",IRN,3519380360.0,24.4139021536457,14.3359337378404,5.0,4.48487997055054,41.6883268543639,,2034000.0,1607000000.0,4.62618,97.9949035644531,39.3207102335519,17.278,97.3657841426309,3.38731,25.5,1.043,483378.505,65.468,0.783,high
77,2020,YR2020,Iraq,IRQ,-326000.0,70.5700515170938,19.316694601979,6.0,,56.4229172977061,39.9221247958889,864000.0,45000000.0,0.5,97.9187927246094,20.2117200539589,35.104,61.8039584371543,0.0802185,34.0,1.065,128686.157,68.604,0.674,medium
78,2020,YR2020,Ireland,IRL,29323796527.2222,90.4749947773064,4.614733276884,10.0,4.10604000091553,39.433822873345,26.8202044758165,6476000.0,4228000000.0,25.85,100.0,63.478008419219,15.4,84.655568516683,76.7656,5.4,1.07,69094.685189,59.649,0.955,very high
79,2020,YR2020,Israel,ISR,1582500000.0,32.8855197772594,5.74146981627295,11.0,6.46638011932373,17.9098759153956,20.1032577369961,861900.0,2426000000.0,17.7646,100.0,26.0166358595194,21.2,103.151908658633,102.118,5.2,1.054,69487.8009,91.33,0.919,very high
80,2020,YR2020,Italy,ITA,17239360004.8835,24.4074673383008,2.46532319171164,12.0,4.43240976333618,22.3282438649358,21.062805450885,39799000.0,28213000000.0,28.04,100.0,51.9295501683044,9.4,99.2429896222124,94.7842,4.3,1.063,550782.069,67.382,0.892,very high
81,2020,YR2020,Jamaica,JAM,443800000.0,32.7619513128115,7.07746603976977,6.0,5.37522983551025,11.0150779398795,15.8409201283591,1266000.0,1482000000.0,6.1,86.681291,43.7673130193906,20.334,116.32264028647,46.2327,17.8,1.05,12392.1182,52.251,0.734,high
82,2020,YR2020,Japan,JPN,11557373873.9419,11.0182210299423,-0.923494026942291,9.0,3.46536993980408,26.0063156727835,27.3040177988373,5239000.0,6069000000.0,46.5942,100.0,13.0672153635117,9.3,98.6491886798523,63.4267,3.0,1.056,1422453.194,81.647,0.919,very high
83,2020,YR2020,Jordan,JOR,238222874.679327,47.5054368886996,1.83299389002049,10.0,3.51412010192871,0.898727799248485,25.2468326916818,2384000.0,1254000000.0,6.02553,99.5,11.6160471441523,31.248,119.197674899196,22.9355,21.5,1.054,18834.63186,78.296,0.729,high
84,2020,YR2020,Kazakhstan,KAZ,2588491060.0,46.9906407561754,,9.0,3.02970004081726,33.7914855987933,30.2558510985917,3678000.0,680000000.0,1.67477,99.2696914672852,79.0713435752121,15.29,93.4962376836044,6.85755,32.5,1.057,285884.292,56.244,0.825,very high
85,2020,YR2020,Kenya,KEN,27618447.058206,24.8979726147002,1.96130821739159,8.0,6.17199993133545,4.30752975014801,8.53309447757645,838000.0,513000000.0,1.20777,19.6816673278809,47.1202164669501,39.468,110.830686139198,3.51722,55.4,1.03,43784.866,20.591,0.601,medium
86,2020,YR2020,Kiribati,KIR,249788.108,19.4141843160392,13.6653995252441,9.0,,-57.957431118459,7.43894795955457,4900.0,3100000.0,2.5,69.6764054575327,41.9753086419753,29.947,170.304071935344,0.566978,51.3,1.07,44.793808,43.492,0.63,medium
87,2020,YR2020,"Korea, Rep.",KOR,5475100000.0,29.7727544096379,2.76251135208606,7.0,4.33309984207153,32.1625865747094,31.4544004031647,5347000.0,7617000000.0,59.4,100.0,19.8264283500362,10.2,98.9302461843158,67.3808,5.8,1.09,534839.283,80.299,0.916,very high
88,2020,YR2020,Kuwait,KWT,3619441.97735906,44.6160483175151,0.888450148074899,9.0,6.551109790802,25.1345987920621,28.2849915713166,2316000.0,320000000.0,10.249,100.0,8.47362514029181,21.77,91.993097497843,57.417,10.3,1.045,62755.2671,100.0,0.806,very high
89,2020,YR2020,Kyrgyz Republic,KGZ,4661963.54471303,39.5813541240971,2.13420986310243,10.0,4.44545984268188,13.8488034519178,16.8930542462986,140000.0,48000000.0,2.99927,100.0,56.1835245046924,20.2,103.757888088654,1.06349,38.8,1.05,10365.5904,35.295,0.697,medium
90,2020,YR2020,Lao PDR,LAO,4451297.0311068,28.7525146642775,10.6313446323333,5.0,2.82522010803223,19.2905496570277,18.3676058427716,215000.0,110000000.0,0.267899,46.3,8.12824956672444,30.314,109.749873523798,1.00414,70.8,1.05,34783.697,24.044,0.613,medium
91,2020,YR2020,Latvia,LVA,160090702.160429,36.5849707727574,1.93887573855892,11.0,5.61846017837524,17.9355864398172,20.40061118028,848000.0,201000000.0,21.94,100.0,25.6447355932265,8.7,110.139777182622,39.3219,10.2,1.052,13748.3487,67.85,0.866,very high
92,2020,YR2020,Lebanon,LBN,1335970000.0,16.0986422831809,3.98347941855833,9.0,2.55271005630493,-0.0969797727902466,-4.23602590745359,956000.0,4284000000.0,7.0,99.9,60.2150537634409,19.071,118.845247991133,18.5334,15.0,1.05,17968.86134,86.24,0.744,high
93,2020,YR2020,Lesotho,LSO,28390464.7236761,53.1704352759542,33.812578338126,7.0,10.1004495620728,-30.8112732629725,44.4981195681806,287000.0,14000000.0,1.08394,3.53884363174438,75.8893280632411,30.935,158.203337695763,6.79629,76.5,1.03,2941.8226,20.597,0.527,low
94,2020,YR2020,Liberia,LBR,2800000.0,42.3572707659115,14.1596470116325,6.0,1.70166003704071,37.6832470334412,-69.5344501744476,,59000000.0,0.0327133,1.24338209629059,27.0971760797342,41.958,88.4198813376483,0.165304,111.1,1.054,2047.18953,45.017,0.48,low
95,2020,YR2020,Libya,LBY,145000000.0,44.7677994771644,-9.79764705882358,9.0,,30.7396586190989,27.780947255113,135000.0,202000000.0,2.24442,95.3718795776367,8.78070404764882,21.246,82.7771797631862,1.26557,22.7,1.062,63328.5875,76.629,0.724,high
96,2020,YR2020,Lithuania,LTU,660790497.921648,47.403784740333,0.281506610345511,10.0,5.79253005981445,15.1259528391744,15.6719696013065,1428000.0,556000000.0,17.69,100.0,46.0274409700064,8.6,105.683058180106,47.7701,7.9,1.057,21963.75,66.828,0.882,very high
97,2020,YR2020,Luxembourg,LUX,4243174364.5005,141.96461158688,2.07408613571644,12.0,4.09041023254395,44.7799299222852,29.896229339006,885000.0,2497000000.0,39.84,100.0,52.6748971193416,12.0,74.9139250896334,106.597,3.5,1.049,11557.2574,85.299,0.916,very high
98,2020,YR2020,Madagascar,MDG,14661798.0720596,21.8155744053565,16.4985255315846,5.0,2.23179006576538,4.41970001231018,5.78823424733903,62000.0,109000000.0,0.33972,14.48561668396,70.232486157444,39.893,106.550543128584,0.972317,62.8,1.02,84561.656,27.663,0.528,low
